#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-06T11:26:00 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-06T11:26:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-order=I&-source=B/vsx/vsx&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#RESOURCE=yCat_102027
#Name: B/vsx
#Title: AAVSO International Variable Star Index VSX (Watson+, 2006-)
#INFO	ivoid=ivo://cds.vizier/b/vsx	    IVOID of underlying data collection
#INFO	creator=Watson C.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/B/vsx	    Dataset landing page
#INFO	publication_date=2025-08-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	B_vsx_vsx:
#Name: B/vsx/vsx
#Title: Variable Star indeX, Version 2025-08-24
#Column	OID	(I8)	Internal identifier, can be used to link out to the VSX database (1)	[ucd=meta.id]
#Column	n_OID	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Name	(a30)	Variable star identifier	[ucd=meta.id;meta.main]
#Column	V	(I1)	Variability flag (2) (VarFlag)	[ucd=meta.note]
#Column	Type	(a30)	? Variability type, ariability type, as in GCVS catalog Variability type (see details of VSX type list)	[ucd=meta.id]
#Column	l_max	(A1)	? Limit flag on max (LimitFlagOnMax)	[ucd=meta.code.error]
#Column	max	(F7.3)	[-6.0/25.2]? Magnitude at maximum, or amplitude (MagMax)	[ucd=phot.mag]
#Column	u_max	(A1)	? Uncertainty flag on max (MaxUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_max	(a7)	? Passband on max magnitude (4) (MaxPassband)	[ucd=meta.note]
#Column	f_min	(A1)	? Flag to indicate an amplitude (MinIsAmplitude)	[ucd=meta.code]
#Column	l_min	(A1)	? Limit flag on min (LimitFlagOnMin)	[ucd=meta.code.error]
#Column	min	(F7.3)	[-0.02/28.0]? Magnitude at minimum, or amplitude (MagMin)	[ucd=phot.mag]
#Column	u_min	(A1)	? Uncertainty flag on min (MinUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_min	(a8)	? Passband on min magnitude (MinPassband)	[ucd=meta.note]
#Column	Epoch	(F14.5)	? Epoch of maximum or minimum (HJD)	[ucd=time.epoch]
#Column	u_Epoch	(A1)	? Uncertainty flag on epoch (EpochUncertaintyFlag)	[ucd=meta.code.error;time.epoch]
#Column	l_Period	(A1)	? Limit flag on period (3) (LimitFlagOnPeriod)	[ucd=meta.code.error;time.period]
#Column	Period	(F19.12)	[0.0/27400.0]? Period of the variable in days	[ucd=time.period]
#Column	u_Period	(A1)	? Uncertainty flag on Period (3) (PeriodUncertaintyFlag)	[ucd=meta.code.error;time.period]
#Column	Sp	(a29)	? Spectral type (SpectralType)	[ucd=src.spType]
#Column	RAJ2000	(F9.5)	[0.0/360.0] Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-89.93/89.91] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
OID|n_OID|Name|V|Type|l_max|max|u_max|n_max|f_min|l_min|min|u_min|n_min|Epoch|u_Epoch|l_Period|Period|u_Period|Sp|RAJ2000|DEJ2000
 2986826| |Gaia DR3 227478377286749696   |0|ROT                           | |  9.890| |G      | | |  9.920| |G       |              | | |                   | |F                            |065.30216|+39.41852
   76101|B|ASAS J042114-0148.5           |0|MISC                          | |  9.310| |V      |Y| |  0.220| |V       | 2452083.80000| | |    47.916984000000| |M5                           |065.30646|-01.80864
 2986899| |Gaia DR3 4628314005790840064  |0|ACV|roAm|roAp|SXARI           | |  8.870| |G      | | |  8.890| |G       |              | | |                   | |A                            |065.31048|-75.72848
 2986966| |Gaia DR3 258246419184947072   |0|ROT                           | |  9.720| |G      | | |  9.760| |G       |              | | |                   | |G                            |065.31866|+48.66579
  629683|B|WISE J042124.7+371212         |0|EW|EA                         | |  9.950| |W1     |Y| |  0.282| |W1      |              | | |     0.617265700000| |F5                           |065.35310|+37.20356
 2987312| |Gaia DR3 275390352381197952   |0|ROT                           | |  9.870| |G      | | |  9.900| |G       |              | | |                   | |K                            |065.36198|+53.68447
   76106|B|ASAS J042131-8500.7           |0|MISC                          | |  9.820| |V      |Y| |  0.180| |V       | 2451961.10000| | |    30.460000000000| |                             |065.37375|-85.01147
   40198|B|NSV 1574                      |1|                              | |  6.070| |V      |Y| |  0.130| |V       |              | | |                   | |F1V+F3V                      |065.38050|-25.72858
  701056| |EPIC 210727144                |0|VAR                           | |  9.863| |Kp     |Y| |  0.001| |Kp      |              | | |     1.609520000000| |                             |065.38395|+18.76233
 2987502| |Gaia DR3 470645784773774720   |0|DSCT|GDOR|SXPHE               | |  8.680| |G      | | |  8.710| |G       |              | | |     1.394080000000| |B                            |065.38795|+57.74512
   25993|B|V0469 Per                     |0|SPB                           | |  4.770| |V      | | |  4.860| |V       | 2448088.15000| | |     2.169200000000| |B4IV                         |065.38821|+46.49889
 2987512| |Gaia DR3 4895666099240081536  |0|ROT                           | |  8.110| |G      | | |  8.150| |G       |              | | |    12.938500000000| |G                            |065.38946|-25.71925
  697593| |EPIC 210466843                |0|VAR                           | |  9.881| |Kp     |Y| |  0.002| |Kp      |              | | |    17.397016000000| |                             |065.39127|+14.83454
 2987533| |Gaia DR3 3286811379253103104  |0|ACV|roAm|roAp|SXARI           | |  8.300| |G      | | |  8.570| |G       |              | | |                   | |A                            |065.39237|+06.97426
   14014|B|TZ Eri                        |0|EA/SD+DSCT                    | |  9.800| |V      | | | 12.600| |V       | 2454183.51600| | |     2.606144000000| |F                            |065.41809|-06.01922
   76110|B|ASAS J042142-6339.5           |0|MISC                          | |  9.840| |V      |Y| |  0.350| |V       | 2451973.20000| | |    72.600000000000| |                             |065.42692|-63.65839
  469882|B|HIP 20370                     |0|RS:                           | |  7.070| |V      | | |  7.140| |V       |              | | |                   | |G9II                         |065.43950|+50.03517
   40182|B|NSV 1558                      |1|                              | |  5.410| |V      |Y| |  0.050| |V       |              | | |                   | |M0III                        |065.44854|+60.73564
 2987981| |Gaia DR3 3283323968888028288  |0|DSCT|GDOR|SXPHE               | |  9.560| |G      | | |  9.590| |G       |              | | |                   | |A                            |065.45168|+03.61261
  161281|B|XO-3                          |0|EP                            | |  9.800| |V      |Y| |  0.009| |V       | 2454449.86816| | |     3.191523900000| |F5VgF2mF0                    |065.46962|+57.81719
   35034|B|RY Tau                        |0|CTTS/ROT                      | |  9.300| |V      | | | 11.700| |V       |              | | |     5.600000000000| |F8Ve-K1IV/Ve(T)              |065.48921|+28.44322
   36004|B|V0987 Tau                     |0|CTTS/ROT                      | |  8.980| |V      | | |  9.100| |V       |              | | |     1.521500000000| |G5IV                         |065.49521|+28.30181
   35020|B|T Tau                         |0|CTTS/ROT                      | |  9.300| |V      | | | 13.500| |V       |              | | |     2.810000000000| |K0                           |065.49767|+19.53514
 2988338| |Gaia DR3 4884297660108636800  |0|ACV|roAm|roAp|SXARI           | |  9.870| |G      | | |  9.910| |G       |              | | |                   | |A                            |065.49882|-31.90262
 2988418| |Gaia DR3 228286174737492736   |0|ACV|roAm|roAp|SXARI           | |  9.940| |G      | | | 10.010| |G       |              | | |                   | |A                            |065.50809|+41.29215
   40202|B|NSV 1578                      |0|SRB                           | |  9.780| |V      | | | 10.610| |V       | 2452114.00000| | |    77.870000000000| |M6-M7III                     |065.51329|-22.68511
   35792|B|V0775 Tau                     |0|ACV                           | |  5.720| |V      |Y| |  0.010| |V       | 2454220.68000| | |     1.071800000000| |A3m                          |065.51467|+14.07719
 2988601| |Gaia DR3 554974581408314112   |0|ACV|roAm|roAp|SXARI           | |  8.120| |G      | | |  8.150| |G       |              | | |                   | |A                            |065.52934|+79.00074
 2988941| |Gaia DR3 256993048948722176   |0|ACV|roAm|roAp|SXARI           | |  9.920| |G      | | |  9.950| |G       |              | | |                   | |B                            |065.57521|+46.02566
 2989026| |Gaia DR3 232761496298674048   |0|ACV|roAm|roAp|SXARI           | |  9.980| |G      | | | 10.020| |G       |              | | |                   | |B                            |065.58780|+45.50475
   54391|B|NSV 15956                     |1|VAR:                          | |  5.890| |V      | | |       | |        |              | | |                   | |M0IIIab+A0                   |065.59500|+20.82111
 2989185| |Gaia DR3 271977330850895488   |0|ROT                           | |  9.660| |G      | | |  9.690| |G       |              | | |                   | |F                            |065.61047|+51.80909
 2989301| |Gaia DR3 271927234352414720   |0|ACV|roAm|roAp|SXARI           | |  9.350| |G      | | |  9.420| |G       |              | | |                   | |B                            |065.62367|+51.60597
 2989303| |Gaia DR3 271927234348383744   |0|ACV|roAm|roAp|SXARI           | |  9.390| |G      | | |  9.430| |G       |              | | |                   | |B                            |065.62403|+51.60632
   54407|B|NSV 15972                     |1|VAR:                          | |  8.460| |V      | | |  8.500| |V       |              | | |                   | |G8III                        |065.64500|-55.09639
   54392|B|NSV 15957                     |1|                              | |  5.340| |Hp     | | |  5.390| |Hp      |              | | |                   | |B9V                          |065.64542|+25.62944
   54393|B|NSV 15958                     |1|                              | |  8.410| |V      |Y| |  0.070| |V       |              | | |                   | |G2V                          |065.64792|+25.63472
 2989502| |Gaia DR3 4674829184505525760  |0|DSCT|GDOR|SXPHE               | |  9.200| |G      | | |  9.230| |G       |              | | |     1.114970000000| |F                            |065.64993|-65.73273
 2989552| |Gaia DR3 489428844986264320   |0|DSCT|GDOR|SXPHE               | |  9.710| |G      | | |  9.730| |G       |              | | |     1.300580000000| |A                            |065.65705|+66.46123
   26113|B|V0589 Per                     |0|LB                            | |  7.810| |Hp     | | |  7.900| |Hp      |              | | |                   | |K5                           |065.66629|+47.66003
   54396|B|NSV 15961                     |1|RS:                           | |  6.970| |V      |Y| |  0.010| |V       |              | | |                   | |G0V                          |065.68417|+15.05611
   54395|B|NSV 15960                     |1|BY:                           | |  7.860| |V      |Y| |  0.040| |V       |              | | |                   | |G7V                          |065.68667|+16.79111
  701462| |EPIC 210770414                |0|GDOR                          | |  9.956| |Kp     |Y| |  0.001| |Kp      |              | | |     0.640271000000| |                             |065.71491|+19.41942
   40201|B|NSV 1577                      |2|                              | |  9.160| |B      | | |       | |        |              | | |                   | |A4IV                         |065.72758|+28.39833
   40206|B|NSV 1582                      |1|                              | |  3.720| |V      | | |  3.770| |V       |              | | |                   | |K0III                        |065.73371|+17.54250
 2990222| |Gaia DR3 4779354502213919744  |0|ACV|roAm|roAp|SXARI           | |  9.800| |G      | | |  9.830| |G       |              | | |                   | |A                            |065.74717|-53.53492
   40212|B|NSV 1588                      |1|                              | |  5.840|:|V      |Y| |  0.120| |V       |              | | |                   | |K5III                        |065.77363|-24.89217
 2990448| |Gaia DR3 4897307326502742528  |0|E                             | |  9.630| |G      | | |  9.780| |G       |              | | |     0.515070000000| |F                            |065.77743|-23.17089
   76131|B|ASAS J042316-0219.4           |0|MISC                          | | 10.000| |V      |Y| |  0.060| |V       | 2452047.50000| | |    35.802600000000| |K5                           |065.81608|-02.32258
 2990741| |Gaia DR3 471915514544533632   |0|DSCT|GDOR|SXPHE               | |  9.360| |G      | | |  9.400| |G       |              | | |                   | |A                            |065.82068|+60.05664
 2990889| |Gaia DR3 49155664481663744    |0|ROT                           | |  9.660| |G      | | |  9.690| |G       |              | | |     3.213010000000| |G                            |065.84074|+20.58432
   54398|B|NSV 15963                     |1|                              | |  8.860| |V      |Y| |  0.050| |b       |              | | |                   | |G9V                          |065.84292|+21.37917
   36005|B|V0988 Tau                     |0|BY                            | |  9.400| |V      |Y| |  0.050| |V       |              | | |    10.025400000000| |K2V                          |065.84521|+19.65867
   54399|B|NSV 15964                     |1|VAR:                          | |  5.640| |V      |Y| |  0.020| |V       |              | | |                   | |A1m                          |065.85458|+16.77722
 2990989| |Gaia DR3 3203940981710796288  |0|ROT                           | |  9.090| |G      | | |  9.120| |G       |              | | |                   | |F                            |065.85638|-03.49845
  417038|B|ASAS J042329-3128.5           |0|SR                            | |  8.743| |Ic     |Y| |  0.045| |Ic      | 2452568.70000| | |    34.550000000000| |                             |065.86917|-31.47460
 2991136| |Gaia DR3 257970171187488896   |0|DSCT|GDOR|SXPHE               | |  9.610| |G      | | |  9.660| |G       |              | | |     1.673740000000| |B                            |065.87623|+48.00163
   54400|B|NSV 15965                     |1|BY:                           | |  9.110| |V      |Y| |  0.040| |V       |              | | |                   | |K1V                          |065.88458|+14.67056
   36158|B|V1141 Tau                     |0|SPB                           | |  6.000| |Hp     | | |  6.020| |Hp      | 2448500.50600| | |     0.620390000000| |B8IV-V                       |065.88487|+20.98206
 2991271| |Gaia DR3 475387600463987840   |0|ROT                           | |  9.990| |G      | | | 10.020| |G       |              | | |     2.170290000000| |F                            |065.89580|+62.28000
  305183|B|HIP 20497                     |0|VAR                           | |  7.160| |V      |Y| |  0.006| |V       |              | | |     0.424200000000| |G5                           |065.89670|+35.90310
